customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,birth_date,gender,income_bracket,is_churned,churn_date
942,Stephen,Bruce,destinyroberts@roberts.info,(495)455-9355x88108,5477 Peck Groves Suite 925,Natashaville,DC,28920,US,2023-05-16,1980-02-19,M,low,False,
943,Jillian,York,ncarlson@smith.com,559-748-4967x41662,712 Cox Forges Suite 027,Griffintown,MS,39970,US,2023-04-03,1953-07-27,F,low,False,
944,Richard,Pruitt,ehernandez@ward-trujillo.com,(513)641-7005x455,9556 Susan Manors Apt. 357,Perryton,OH,80816,US,2023-02-01,1969-05-15,M,medium,True,2023-03-12
945,Olivia,Turner,shawkatherine@carter.info,955-578-5219,8609 Monica Skyway,Johnsonshire,FM,68350,US,2023-05-07,1979-08-01,F,high,False,
946,Joshua,Lucas,johnsonnathan@gonzalez.com,(502)564-0093,79020 Amy Roads Suite 821,New Kenneth,NV,68623,US,2023-09-14,1951-11-24,M,medium,False,
947,Paul,Gutierrez,vpowell@yahoo.com,(408)834-8124,7426 Hill Burgs Suite 783,Port Troy,GU,57398,US,2023-07-09,1972-10-17,M,medium,False,
948,Cynthia,Wheeler,vegaandrea@yahoo.com,549-792-4687x1446,55664 James Harbors,East Courtneyshire,WV,01957,US,2023-09-30,2002-10-07,F,low,False,
949,Kristi,Cunningham,kathy96@yahoo.com,(981)418-2292x32468,37337 Brown Loaf,East Xavierfort,PW,39927,US,2023-11-08,1993-03-27,F,medium,False,
950,Stephen,Meyer,dmason@yahoo.com,759-765-7657x86800,267 Green Glens,Jasonchester,PW,29886,US,2023-06-04,1956-05-28,M,medium,False,
951,John,Richardson,suzanne53@marsh-thompson.com,721-386-7471x5203,850 Ortiz Road,East Jeffreyside,MD,07010,US,2023-07-05,1982-02-11,M,low,False,
952,Brandon,Baker,marissamckinney@parrish.com,(379)204-2338,89170 Michael Crossroad Apt. 845,Mcculloughport,OR,53772,US,2023-03-18,1969-10-04,M,low,False,
953,Lisa,Smith,lsmith@jensen-patterson.com,235-883-0407x7513,92216 Roberts Unions,Port Steve,LA,59091,US,2023-06-05,1961-05-31,F,medium,False,
954,Tracy,Moore,christophermartinez@yahoo.com,412.566.6560,1655 Robert Drive,Shawnmouth,MA,20134,US,2023-07-08,1973-10-13,F,low,False,
955,Joyce,Taylor,richardsnow@brown.com,7569870690,21816 Kane Rapid,Port Henry,IA,48339,US,2023-02-10,1999-07-16,F,low,True,2023-09-17
956,Rebecca,Andrews,alvingrimes@moreno-gross.com,465-370-7943,24264 Brady Tunnel,Courtneymouth,WA,14967,US,2023-08-13,1984-03-01,F,high,False,
957,Alexander,Le,chasedenise@gmail.com,548-580-5109x33465,30575 Lee Squares Apt. 098,Davidview,IN,59593,US,2023-07-27,1975-09-09,M,medium,False,
958,Amanda,Lucas,vsmith@alexander-rodriguez.com,392-983-3971x78568,750 Munoz Park Apt. 930,North Ginastad,MH,77789,US,2023-07-11,1950-11-06,F,high,False,
959,Raymond,Obrien,jenniferjones@lewis.info,7894440654,357 Elizabeth Walk Suite 509,Philiptown,NJ,71015,US,2023-04-24,2005-01-25,M,low,False,
960,Maria,Coleman,qrodriguez@jenkins.biz,001-311-686-8010x9360,170 Monica Dale,Vaughnburgh,NC,03662,US,2023-03-07,1968-08-05,F,medium,False,
961,Timothy,Pham,fmorrow@gmail.com,349-772-6821,964 Johnson Overpass Suite 359,Petershire,TX,15190,US,2023-04-22,1985-06-24,M,low,True,2023-06-09
962,Robert,Hernandez,maddoxmicheal@gmail.com,001-897-948-9250x0751,867 Michael Crest Apt. 177,Williamport,NM,59631,US,2024-02-10,1986-06-16,M,medium,False,
963,David,Boyer,javier35@yahoo.com,+1-299-871-2520x193,9126 Rodriguez Corners Suite 993,West John,AZ,28404,US,2023-05-12,1987-10-23,M,medium,False,
964,Billy,Duran,benjamindavidson@hotmail.com,(887)453-3552,94874 Gordon Crescent,New Eric,OR,87592,US,2023-02-03,1985-03-26,M,premium,False,
965,Christina,Reese,khall@taylor.com,778.765.0394x750,779 Stephen Ford Apt. 243,Danielleborough,MI,32959,US,2023-10-02,1979-05-11,F,high,False,
966,Tammy,Jones,lbell@gmail.com,720.894.8036x957,433 Richard Lane,Brayhaven,ND,41844,US,2023-03-31,1967-03-21,F,medium,True,2023-05-17
967,Alice,Armstrong,kimriley@yahoo.com,510-710-4279x749,210 Melissa Union Apt. 889,Carrville,IL,20898,US,2023-04-20,1997-01-13,F,medium,True,2023-08-19
968,Ryan,Burton,shane53@parker.com,257-303-4756,2624 Kerr Haven Suite 202,Port Jerryview,WY,51538,US,2023-04-22,1987-07-13,M,high,True,2023-05-22
969,Michael,Jackson,adam17@estrada.com,(360)295-4700x6039,516 Matthew Club Suite 120,East Kelly,CT,64412,US,2023-02-24,1968-02-18,M,low,False,
970,Jennifer,Reyes,ryan18@best.com,+1-336-965-0285x91565,578 Ariel Squares,Gregoryport,OR,23868,US,2024-05-17,1956-09-18,F,low,True,2024-06-16
971,Angelica,Richards,santosernest@lozano.com,401-838-5699x3914,01201 Turner Canyon Apt. 098,Jacquelinechester,RI,66455,US,2023-09-13,1980-01-29,F,medium,False,
972,Tyler,Myers,amy82@yahoo.com,(891)636-7591,915 Laura Stravenue Apt. 801,East Bryanmouth,FM,18509,US,2023-10-25,1959-12-14,M,high,False,
973,Brian,Powell,keithdaniels@dudley.com,(526)871-3202x5342,77604 Christine Street Apt. 987,Ericksonfort,ME,07291,US,2023-06-04,1981-10-26,M,high,False,
974,Mercedes,Huang,eboyer@gmail.com,952.440.0330x510,2542 Reed Circles Suite 893,South Whitney,NE,99126,US,2024-06-10,1994-05-26,F,medium,True,2024-07-10
975,Troy,Mckinney,holly38@garcia.net,001-236-932-7868,2357 Christian Ridges,Bethland,GU,11071,US,2023-02-08,1994-07-03,M,medium,False,
976,Jeffery,Lane,curtislucas@mann-cortez.com,6706775088,57686 Martinez Cliffs Apt. 805,Charlesview,OH,37132,US,2023-08-29,1995-06-26,M,low,False,
977,Heather,Goodman,brandi51@montoya.com,001-259-815-4196x3511,5136 Richard Knolls Apt. 504,South Johnberg,FL,31598,US,2023-07-14,1962-11-19,F,low,True,2023-08-13
978,Chad,Cline,coneill@hotmail.com,323.581.2817,7521 Rebecca Mill Suite 963,Vanceborough,CA,11993,US,2023-04-27,1965-12-12,M,medium,False,
979,Lisa,Finley,hurstwendy@powell.biz,001-659-740-0381x8036,002 Vincent Hollow,Lake Johnnyside,CO,59187,US,2023-06-05,1948-03-26,F,medium,False,
980,Brandy,Green,colemanandrea@hotmail.com,232.614.9997x032,474 Jennifer Inlet,Davidton,MT,47847,US,2023-05-11,1949-08-25,F,medium,False,
981,Shelby,Ballard,asmith@hotmail.com,913-413-5557x9420,395 Fischer Square,Andersonland,NM,50016,US,2023-08-10,1999-03-25,F,low,False,
982,Priscilla,Page,ehenry@hotmail.com,351.538.7712x398,204 Walker Harbor Suite 194,Matthewhaven,MT,67322,US,2023-09-21,2000-02-26,F,medium,False,
983,Ronald,Brewer,juanryan@hotmail.com,9797640315,391 Allen Lock Apt. 054,Carolynbury,OR,24447,US,2024-05-05,1975-08-17,M,low,False,
984,Angela,Elliott,hahnjeremy@yahoo.com,(770)720-7153x78420,535 Campbell Trace Apt. 789,Bryanthaven,VI,69396,US,2023-05-20,1981-10-01,F,low,False,
985,Valerie,Matthews,theresalloyd@yang.com,+1-704-909-4711x24617,1048 Ortiz Common,Scottview,FL,57308,US,2023-11-30,1953-09-18,F,medium,False,
986,Randy,Turner,dominguezanna@yahoo.com,911.201.8770x3325,430 Sanchez Inlet Suite 689,Sandovalview,PA,89540,US,2023-05-09,1949-03-17,M,high,False,
987,Nicole,Fowler,lauren38@lang.org,+1-689-392-4692x470,301 Saunders Heights,East John,GU,35141,US,2024-07-19,2007-11-25,F,medium,False,
988,Michael,Gray,hicksdavid@yahoo.com,(491)770-0343x743,740 Clark Dam Suite 123,North Lorraineview,CT,83992,US,2024-01-30,1949-08-28,Other,low,False,
989,Ashley,Huff,anthonysmith@wright.org,400.852.2144,353 Santiago Island Suite 116,Lake Larryshire,VT,80600,US,2023-12-07,1966-04-22,F,high,False,
990,Devin,Thomas,melissa55@gonzales.net,(668)629-5081,32358 Watkins Views,Williamborough,TN,97076,US,2023-04-11,1987-11-29,M,medium,True,2023-05-11
991,Felicia,Newman,anthony75@salas.net,497-635-4425,7744 Cunningham Greens Apt. 046,Lindsayton,NE,01642,US,2023-02-04,1971-06-10,F,medium,False,
992,Keith,Russo,bevans@horne.info,(353)477-9385x460,40725 Pacheco Knoll,New Ryan,CO,99547,US,2023-05-05,1974-09-05,M,medium,False,
993,Amy,Bass,meganpaul@johnson-elliott.biz,(551)474-3160,39439 Gould Drives Suite 895,Lake Sandy,NE,12403,US,2023-01-25,1998-08-25,F,premium,True,2023-10-02
994,Samuel,Vargas,vswanson@yahoo.com,+1-659-457-8127x317,183 Melissa Springs Suite 023,South Michelle,PW,17454,US,2023-02-22,1977-07-06,M,medium,False,
995,Jasmine,Murray,mirandajoshua@gmail.com,365-251-1286x381,22892 Thomas Run Suite 595,Port Stacey,NC,94632,US,2023-10-18,1954-04-24,F,low,False,
996,Jessica,Velazquez,rolson@gmail.com,493.954.3373,692 Mallory Key,North Alexanderfurt,AL,64689,US,2024-01-09,1975-02-23,F,high,False,
997,Nicole,Jones,stephanie86@estrada.com,771.455.7310,983 Angela Forges,Lake Lisastad,AR,62931,US,2024-01-05,1987-07-06,F,high,False,
998,Christine,Hall,danielanderson@yahoo.com,741.248.5027,8009 Thomas Extensions,New Dianafort,CO,21029,US,2023-08-08,1996-05-22,F,high,False,
999,Bryan,Silva,hector95@hotmail.com,(702)933-1599x87517,23088 Laura Way,New Justinland,NH,44570,US,2023-03-28,1945-12-08,M,low,True,2023-05-26
1000,Caroline,Pope,arroyosarah@gmail.com,288.767.5875x585,5049 Thompson Gateway,Gutierrezport,TX,52057,US,2023-11-30,1953-11-03,F,low,False,
1001,Jill,Shaw,fernandezdavid@hotmail.com,(804)438-4504,6434 Michele Heights,South Kristenfurt,NV,34109,US,2023-05-30,1947-06-01,F,low,False,
1002,Jeremy,Kline,amanda74@hotmail.com,310-966-7264,978 Robinson Mountains,North Tammyview,OK,28388,US,2024-02-13,2004-12-09,M,high,False,
1003,Ryan,Reynolds,emma98@gmail.com,537-880-4704x079,87569 Valerie Square Apt. 032,Bentonmouth,WI,65554,US,2023-07-19,1953-02-25,M,high,False,
1004,Charles,Price,vanessamoore@gmail.com,3087578959,42566 Adam Plains,Port Matthewfort,AS,70977,US,2023-07-11,1959-08-15,M,medium,False,
1005,Jason,Obrien,harrisrenee@nicholson.biz,932-298-5684x99770,07461 Cobb Gateway Suite 004,Lake Mindyfort,ME,37687,US,2023-02-01,1958-07-16,M,medium,False,
1006,Jasmine,Kim,williampark@yahoo.com,(715)877-4054,82487 Jones Extension Suite 853,West Danielhaven,NY,62121,US,2023-12-13,1956-11-30,F,medium,True,2024-04-05
1007,Jennifer,Fletcher,schultzderek@robinson.net,(415)290-0713,484 Barnes Underpass Suite 154,Lake Stephaniefurt,MS,01427,US,2023-09-19,1965-04-29,F,medium,True,2024-09-17
1008,Emily,Kelley,mcclainrichard@collins.info,001-265-776-6647x60852,645 House Cliffs,Coxport,OK,82185,US,2024-02-19,1981-09-12,F,high,False,
1009,Joseph,Moreno,taylorevans@yahoo.com,(420)961-8506,864 Bryan Union,Taylorchester,VI,57096,US,2023-08-03,1958-11-22,M,medium,False,
1010,Kevin,Sanchez,john31@horton.com,701.611.8406,8755 Heather Knolls Apt. 961,Charlesborough,MT,80273,US,2023-04-26,1976-04-07,M,high,False,
1011,Taylor,Reed,charles79@gonzalez.com,+1-835-656-6963x38958,8256 Heather Rapid,Port Lynnchester,DC,35069,US,2023-02-25,2003-09-16,F,high,False,
1012,Jeff,Morrison,kpadilla@hotmail.com,968.942.6851,7990 Lisa Avenue,Lake Vanessa,GU,65309,US,2023-06-05,2000-06-21,M,premium,False,
1013,Chris,Blake,marylopez@hotmail.com,421.621.5190x456,2201 Rogers Lodge Apt. 393,Benjaminberg,LA,25222,US,2023-08-15,1994-12-07,Other,low,True,2023-11-30
1014,David,Anderson,bestalexis@day.com,+1-784-214-2024x843,5093 Shelly Passage Apt. 999,Johnsonview,KY,01013,US,2023-09-09,1965-09-15,Other,medium,False,
1015,Timothy,Harris,mcdonaldcole@thompson.com,(977)837-6554,2757 Matthew Inlet,West Taylorville,HI,51571,US,2023-12-26,1972-10-13,M,medium,False,
1016,Jeffrey,Morgan,laurenray@lawson.info,001-202-815-0134x339,9895 Patricia Valleys,Kennedyborough,VT,74552,US,2023-06-07,1949-11-21,M,high,False,
1017,Marie,Morrison,shannonrodriguez@rodriguez.com,001-855-471-4211,65910 Jennifer Village,Jakeview,FM,28758,US,2023-06-15,1971-10-31,Other,high,False,
1018,Debra,King,qchapman@moore.com,+1-207-922-7683x5278,710 Jacob Terrace Suite 300,New Bradleyton,TN,55943,US,2023-10-14,1959-07-17,F,low,False,
1019,Mark,Taylor,vfrederick@yahoo.com,(658)861-7284x7034,24656 Mays Trail,West Kennethchester,WA,26806,US,2023-10-16,1967-10-16,M,medium,False,
1020,Barbara,Edwards,teresa18@rodriguez-daniel.info,(596)959-5965x6003,29648 Walsh Corners Apt. 922,West Christopher,KS,44870,US,2023-08-04,1969-03-02,F,low,False,
1021,John,Matthews,shawnanderson@yahoo.com,(960)241-4264x3029,72298 David River,West Danielle,FL,41316,US,2023-03-16,2005-11-14,M,high,False,
1022,Veronica,Lee,catherinewood@moran.com,001-762-584-0769,783 Walton Lodge,Mcdanieltown,AR,57950,US,2023-04-22,1979-07-22,F,premium,False,
1023,Eric,Turner,tbennett@hotmail.com,+1-436-709-4386,559 Matthew Roads,Martinfort,WY,24665,US,2023-07-11,1970-10-16,Other,low,True,2024-01-09
1024,Jamie,Potter,lindsaystrickland@west-briggs.info,946.489.2704,344 Butler Cove,West Craigport,PA,96035,US,2023-12-06,1995-09-28,F,high,False,
1025,James,Payne,jjackson@yahoo.com,001-388-879-2449x40395,1344 Melissa Plains Apt. 318,New Anthony,MO,76431,US,2023-09-02,1995-07-29,M,medium,True,2023-10-02
1026,Cheryl,Harrison,deannatyler@snyder.org,898.501.2201,520 Courtney Garden,West Edwinland,ID,32268,US,2023-02-11,2000-07-04,F,medium,True,2023-05-30
1027,Samantha,Walsh,carteradam@thompson.com,789-267-2012,77569 Alan Avenue,Lake Bonnieland,NH,49812,US,2023-06-11,2004-04-04,F,medium,False,
1028,Grace,Chung,sheilahorn@allen.net,001-271-951-5474x69117,72820 Brown Road,Lake Vickie,VA,68615,US,2023-08-27,1945-10-17,F,low,False,
1029,Scott,Gardner,courtney91@monroe.com,(400)959-3241x8325,52021 Daniel Mews Suite 954,New Stephanie,WA,28695,US,2023-05-16,1956-07-13,M,low,False,
1030,Stephanie,Snyder,currychristopher@wagner-rodriguez.biz,886.629.0251x538,7302 Billy Ports,Christophermouth,IL,84480,US,2023-03-15,2003-06-19,F,low,False,
1031,Andrew,Dougherty,latoya19@campbell.com,955.908.4852x846,78467 Williams Avenue,North Debra,MO,36231,US,2023-04-02,1990-01-15,Other,medium,False,
1032,Edward,Williams,mark01@orr-ramos.info,+1-297-732-8290x1832,21340 Woodard Vista,Fergusonland,FM,81497,US,2023-06-24,1985-09-24,M,medium,True,2023-07-24
1033,Andrew,Johnson,moralescaleb@hotmail.com,847.811.7064x8579,124 Seth Shore,West Cynthiaside,TX,11019,US,2023-06-14,1961-11-27,M,medium,False,
1034,Kimberly,Sandoval,sloancory@nicholson-rogers.biz,367.976.1952x4960,217 Torres Club,Bergmouth,WV,05759,US,2023-07-18,1953-11-28,F,medium,False,
1035,Stephen,Wade,jane53@hayes-sawyer.info,925.532.0959x284,872 Bernard River Apt. 357,East Hollyview,AK,80770,US,2023-04-26,1961-08-25,M,high,False,
1036,Laura,Morales,jennifermarsh@yahoo.com,001-764-484-4273x98356,188 Stanley Lodge,Port Teresa,NJ,33128,US,2023-08-09,1967-10-30,F,medium,False,
1037,Valerie,Delacruz,patty62@christian.biz,834.501.4215,526 Richard Union Suite 233,Stephenport,KY,35411,US,2023-07-25,1969-11-22,F,medium,True,2023-08-24
1038,Jack,Moran,josephroberts@gmail.com,711-975-4944,18842 Gray Parkways Apt. 512,North Tiffanychester,KY,99123,US,2024-02-12,1978-07-22,M,medium,False,
1039,Martin,Thompson,lroberts@hotmail.com,372.747.3539x98759,07514 Jarvis Run,Port Allisonview,NJ,75059,US,2023-04-16,1957-03-17,M,medium,False,
1040,Thomas,Hurst,susan82@nguyen-gonzalez.com,8814246437,01460 Fisher Summit Suite 106,Allenmouth,PW,41069,US,2023-03-07,1986-06-14,M,high,False,
1041,Ashley,Burnett,sharper@johnson.com,315.890.1125x023,40272 Mccormick Wall,Lake Dennis,HI,08375,US,2023-12-30,1982-11-06,F,premium,False,
1042,James,Miller,nathanjefferson@hotmail.com,(669)697-8420x0141,6073 Jackson Squares,Jonesstad,OR,48763,US,2023-04-14,1956-09-05,M,medium,False,
1043,Joseph,House,stephen57@hotmail.com,(937)598-2930x55779,6074 Billy Radial Apt. 948,West Adamview,GU,30632,US,2023-06-04,1983-11-29,M,medium,False,
1044,Anthony,Young,baxteralyssa@hotmail.com,+1-269-966-0963x5476,21018 Anderson Expressway Apt. 644,New Andrewberg,PR,36863,US,2023-02-23,1968-08-17,M,medium,False,
1045,Brandi,Brown,marcbrooks@yahoo.com,(843)777-9507,3748 Luna Summit Apt. 512,West Sharon,WA,72696,US,2023-07-26,2001-07-31,Other,low,False,
1046,Dylan,Ellis,kellerlinda@christian.org,001-229-449-6523x96749,85407 Brian Greens,West Ashleyland,DC,37577,US,2024-01-15,1954-11-25,M,low,False,
1047,Jennifer,Singh,jeffrey85@gmail.com,001-639-476-3529x461,204 William Divide Apt. 633,Nicoleland,CA,69603,US,2023-10-01,1985-11-19,F,low,False,
1048,Jonathan,Crawford,adriennecurtis@yahoo.com,+1-233-580-4191x716,308 Carter Corners,Johnchester,AR,87659,US,2023-02-24,1957-06-08,M,low,False,
1049,Michael,Mccoy,walkerrenee@williams.com,001-536-876-7777,6455 Rivera Centers Apt. 481,Lindaview,ID,47454,US,2023-03-02,1997-08-21,M,medium,False,
1050,Nancy,Rodriguez,patrickharris@watson-young.com,+1-392-633-3135,0702 Wright Meadows Apt. 606,Campbellville,MD,83370,US,2023-07-05,1953-07-11,F,low,False,
1051,Nicole,Phillips,amoore@yahoo.com,+1-434-627-9730,9572 Jackson Bypass,East Joy,WI,47847,US,2023-05-14,1979-08-27,F,low,False,
1052,Lisa,Gibson,nicholaswhite@schmidt-miranda.org,399-649-5165,4464 Thomas Views Apt. 041,Geoffreyberg,FM,97155,US,2023-02-16,1980-12-13,F,high,False,
1053,James,Medina,tristan01@hotmail.com,001-977-295-0146,7250 Rebecca Square,North Laurenport,TN,10556,US,2023-08-14,1976-07-14,M,medium,False,
1054,John,Dawson,josephjefferson@gmail.com,+1-631-761-3407x99216,2754 Jennifer Station Apt. 286,Mcdanielhaven,MA,12338,US,2023-06-19,1969-04-18,M,high,False,
1055,Michael,Henderson,baileyjulia@gmail.com,001-555-866-1668x940,4605 Edwards Square,Wilsonland,IN,27639,US,2023-07-03,1985-01-30,M,medium,False,
1056,Geoffrey,Joyce,josewatson@dixon.biz,+1-861-992-1269x748,798 Stevenson Corner Suite 305,South Courtney,KS,93381,US,2023-04-22,1959-01-28,M,medium,False,
1057,Jasmine,Golden,kathleencervantes@miller.com,(574)369-0176,863 Ferrell Run,Port Alexandriastad,IN,51397,US,2023-10-11,1945-06-09,F,medium,False,
1058,Jason,Hernandez,gutierrezmichael@harris-doyle.info,256.294.2984x104,273 Jeffery Crossroad,Katieburgh,VT,58761,US,2023-06-10,1965-11-12,M,medium,True,2023-07-10
1059,Sean,Benitez,david35@miller-hawkins.com,4383069586,11128 Steven Underpass Apt. 366,Longfurt,SD,94878,US,2023-03-06,1987-02-06,M,high,False,
1060,Elizabeth,Thompson,ericlynn@perkins-ramirez.com,537.990.2940,53132 Singh Crossroad Suite 567,New Crystalton,GU,96390,US,2023-04-03,1962-02-11,F,high,False,
1061,Anthony,Powell,bryantcarlos@hotmail.com,001-565-424-9489x18529,151 Matthews Mills,Gutierrezshire,CO,32756,US,2023-08-03,1972-05-09,M,medium,False,
1062,Nicholas,Russell,wgutierrez@gmail.com,622.661.9549x02948,457 Bass Lodge,Jonesbury,PW,71585,US,2023-04-21,1981-08-12,M,medium,True,2023-06-15
1063,Ryan,Cooper,waterssue@gmail.com,001-791-559-5678x323,19412 Johnson Lights Apt. 853,Johnsonhaven,NM,70612,US,2023-08-14,1947-12-19,M,high,False,
1064,Whitney,Gonzales,anthonyhodge@house.com,+1-881-912-0996,72037 Kenneth Glen Apt. 656,Smithville,OR,82935,US,2023-11-13,1992-07-14,F,medium,False,
1065,April,Sullivan,mtrujillo@hotmail.com,(277)705-4673x93164,8873 Kari Path Suite 810,West Jason,CT,18405,US,2024-03-27,1985-04-09,F,high,False,
1066,Robert,Henderson,lesliejoyce@hotmail.com,6098580401,9700 Chad Prairie,North Shannonhaven,NY,42473,US,2023-03-06,1962-09-01,M,high,False,
1067,Philip,Hardin,jessica43@mullins-hall.org,+1-908-394-1319x8596,13054 Sarah Plains,Dianaburgh,MI,83110,US,2023-08-19,1949-09-30,Other,high,False,
1068,Brian,Levy,katelynburke@smith.com,525-497-9990,876 Price Meadows,Lake Paulburgh,MP,95909,US,2023-05-26,1980-10-06,M,medium,False,
1069,Kenneth,Flores,kimberlydecker@holland.org,883.587.4430x8183,939 Thornton Falls,Goodwinbury,NY,22369,US,2023-09-18,2004-11-05,M,premium,False,
1070,April,Martinez,piercedavid@gmail.com,817-986-0577,92889 Kathryn Well Apt. 028,Floresmouth,KY,04891,US,2024-01-21,1969-06-19,F,medium,False,
1071,Jonathan,Goodwin,erinsmith@smith-kim.net,519.824.9726x5571,674 Davis Summit Suite 537,Kathystad,NV,94764,US,2023-02-09,1965-07-31,M,medium,False,
1072,Valerie,Phillips,donald69@coffey.com,711-356-7338,6467 Deborah Circle Suite 809,New Jill,CA,76901,US,2023-06-14,1960-05-02,F,low,False,
1073,David,Morris,katherineflores@williams-dorsey.com,001-456-633-3892x3495,0515 Sharp Walk Apt. 638,Port Danielleburgh,KY,89267,US,2023-07-13,1995-06-04,M,medium,True,2023-08-26
1074,Shelly,Thomas,hrodriguez@powers.net,+1-769-674-7623x7038,726 Ashley Ways Apt. 192,Lake Ashley,KY,12333,US,2023-11-17,1997-08-30,F,medium,False,
1075,Robert,Mccarty,williamterry@lopez-allen.org,718-554-5541x892,0035 Walker Flats,New Edward,NJ,25507,US,2023-11-13,1967-05-07,M,low,False,
1076,Michael,Pitts,tonya98@ward-garcia.net,001-862-413-2508,564 Kenneth Lights Apt. 882,North Barbara,PR,47883,US,2023-10-13,1982-03-07,M,medium,False,
1077,Jessica,Meyer,qowens@gmail.com,(431)863-3084x6017,033 Collins Causeway,Kristafort,LA,75338,US,2023-08-02,1950-08-18,F,medium,True,2023-12-27
1078,Lynn,Hamilton,melissa30@bender.com,(663)266-2284x5541,9622 Jones Villages Apt. 084,Millerfurt,VA,54839,US,2023-11-14,1996-01-01,F,medium,True,2024-04-03
1079,Andrew,Keller,michellemacdonald@barnes-smith.com,349.253.8916x244,7884 Hatfield Well Apt. 216,Brianburgh,PW,90061,US,2024-04-06,1963-10-08,M,low,False,
1080,Brittany,Lewis,joseph40@jones-jones.com,+1-972-398-5023x05066,533 Kimberly Parks Apt. 479,Michaelland,GA,74282,US,2024-02-12,2007-09-06,F,medium,False,
1081,Rebecca,Tran,karen92@smith.net,+1-281-352-0895x21768,9625 Melissa Trace,South Jillberg,KY,98783,US,2024-01-27,2007-08-10,F,low,False,
1082,Kyle,Hall,briancardenas@hotmail.com,001-625-602-7496x23838,376 Scott Ranch,Ericside,WV,47210,US,2023-04-29,1995-04-25,M,low,True,2023-10-12
1083,Alice,Lee,gdavidson@hawkins-rios.com,001-908-350-5048,051 Rhonda Mountain Suite 210,South Jonview,NJ,75525,US,2023-07-31,1992-02-24,Other,high,True,2023-11-01
1084,David,Rodriguez,qmartinez@smith.biz,884.286.5737x44966,36604 Baker Drive Apt. 818,East Samuelborough,NY,84309,US,2023-07-07,1955-08-09,M,medium,False,
1085,Henry,Mathews,torresbeverly@yahoo.com,760-426-9577,8480 Elizabeth Courts Suite 367,South Leslieview,MP,85373,US,2024-03-27,1982-10-19,M,medium,False,
1086,Austin,Morgan,ktanner@hotmail.com,739.530.3953x95260,873 Bush Burgs,North Jonathanfort,MP,94847,US,2023-08-16,1965-11-11,M,low,False,
1087,Jordan,Murphy,emilypena@yahoo.com,3496909678,5977 Chelsea Court Apt. 340,Theodorefurt,ND,96091,US,2023-10-05,1984-08-22,F,low,False,
1088,Anne,Williams,lisa75@weber-ramirez.com,8723188771,8723 Wright Track Apt. 104,Scottside,PW,94070,US,2023-07-22,1973-09-08,F,medium,False,
1089,Joann,Durham,emurphy@moore.com,001-391-827-8988x52499,841 Byrd Points,Nancyborough,NH,93989,US,2023-08-06,1960-07-29,F,medium,False,
1090,Antonio,Norton,nnolan@moreno.org,(270)271-6944x8144,407 Jenkins Drive,Port Michelle,DE,07174,US,2023-03-15,1994-07-31,M,medium,False,
1091,Jenny,Novak,mmack@moore-jenkins.com,(688)954-2734,1973 Russell View,Victoriamouth,VA,48502,US,2023-09-14,1979-10-03,F,medium,False,
1092,Stephanie,Murray,dbrowning@morris.com,(390)967-7185x360,04025 Finley Circle Apt. 413,South Evelynfort,NH,46654,US,2023-02-20,1955-03-09,F,low,False,
1093,John,Key,ewingnicole@hotmail.com,001-471-276-3506x427,88176 Sanders Way Apt. 702,Larryland,MO,84432,US,2023-03-15,1960-12-06,M,high,True,2023-09-01
1094,Laura,Flores,enelson@gmail.com,360-746-7820x36906,26134 Jacqueline Ways Suite 312,Port Kelli,AR,93852,US,2023-08-16,1974-07-13,F,medium,False,
1095,James,Graham,diana53@hotmail.com,+1-824-321-6943x5328,058 John Path Apt. 573,North Jeffrey,WI,58642,US,2023-10-24,2003-06-22,M,low,False,
1096,Kristin,Mcconnell,michael52@yahoo.com,251-707-0557,508 Schmidt Union,Keithberg,WI,25529,US,2023-07-22,1968-07-10,F,medium,False,
1097,Tanya,Willis,sarahstewart@yahoo.com,+1-326-735-6006x255,9751 Thomas Pike,Briannaborough,CA,23131,US,2023-11-05,1976-01-20,F,medium,False,
1098,Robert,Adams,alyssa01@hotmail.com,462.813.4616x4615,22247 Judith Pass Apt. 014,East Brandimouth,CA,81165,US,2023-09-25,1983-02-18,M,low,False,
1099,Joseph,Williams,sethgibbs@yahoo.com,+1-212-268-1793,8899 Mark Shoal,New Davidtown,ID,28895,US,2023-10-23,1964-05-14,M,low,False,
1100,Michelle,Johnson,nealpatricia@bennett-rush.com,686-899-0213x11669,12467 Parsons Divide,East Janicestad,OK,69141,US,2023-03-12,2003-12-05,F,low,False,
1101,Connor,Waters,rmeyers@hicks.org,001-359-612-6092x033,6571 Myers Overpass Apt. 304,Melissaport,IA,66208,US,2023-09-16,1983-11-29,M,medium,False,
1102,Megan,Foster,cnelson@cruz.org,432-823-0724x87641,95574 Stephens Crest,Lake Marcushaven,ID,76078,US,2023-07-05,1961-11-01,F,premium,True,2023-11-24
1103,Erik,Brandt,joseph42@fowler.net,819.420.6965x69325,2236 Christopher Extensions Suite 534,New Jamiestad,MA,83702,US,2023-01-31,1977-02-20,M,premium,False,
1104,Ruben,Nicholson,rebeccalogan@shannon.com,671.606.2945x026,53414 Christine Burgs Apt. 231,Masseychester,NH,75620,US,2024-01-24,1988-06-29,M,low,False,
